ORDEM;VENDA_ID;VENDA_DATA;VENDA_ANO;VENDA_MES;VENDA_STATUS;VENDA_TAMANHO;VENDA_PEDIDO;VENDA_ITEM;VENDA_QTDE;VENDA_TOTAL;PRECO_UNITARIO;PRECO_SUGERIDO;PRODUTO_CODIGO;PRODUTO_LINHA;CLIENTE_CODIGO;CLIENTE_NOME;CLIENTE_FONE;CLIENTE_ENDERECO;CLIENTE_COMPLEMENTO;CLIENTE_CIDADE;CLIENTE_ESTADO;CLIENTE_PAIS;CLIENTE_TERRITORIO;CONTATO_NOME;CONTATO_SOBRENOME
577;10400;04/01/2005;2005;4;Enviado;Médio;2;1;34;6433.82;100;157;S18_1662;Aviões;C94217;The Sharp Gifts Warehouse;F.4085553659;3086 Ingle Ln.;;San Jose;CA;Estados Unidos;América do Norte;Sue;Frick
578;10416;05/10/2005;2005;5;Enviado;Médio;2;14;24;4352.16;100;157;S18_1662;Aviões;C42100;L'ordine Souveniers;F.0522-556555;Strada Provinciale 124;;Reggio Emilia;;Itália;Europa, Oriente Médio e África;Maurizio;Moroni
579;10100;01/06/2003;2003;1;Enviado;Médio;1;3;30;5151;100;170;S18_1749;Carros Usados;C62005;Online Diecast Creations Co.;F.6035558647;2304 Long Airport Avenue;;Nashua;NH;Estados Unidos;América do Norte;Valarie;Young
580;10110;3/18/2003;2003;3;Enviado;Médio;1;7;42;6069;100;170;S18_1749;Carros Usados;CEC2 5NT;AV Stores, Co.;F.(171) 555-1555;Fauntleroy Circus;;Manchester;;Reino Unido;Europa, Oriente Médio e África;Victoria;Ashworth
581;10124;5/21/2003;2003;5;Enviado;Pequeno;2;6;21;2856;100;170;S18_1749;Carros Usados;C83030;Signal Gift Stores;F.7025551838;8489 Strong St.;;Las Vegas;NV;Estados Unidos;América do Norte;Sue;King
582;10149;09/12/2003;2003;9;Enviado;Médio;3;11;34;5375.4;100;170;S18_1749;Carros Usados;C94217;Signal Collectibles Ltd.;F.4155554312;2793 Furth Circle;;Brisbane;CA;Estados Unidos;América do Norte;Sue;Taylor
583;10162;10/18/2003;2003;10;Enviado;Médio;4;9;29;5176.5;100;170;S18_1749;Carros Usados;;Corporate Gift Ideas Co.;F.6505551386;7734 Strong St.;;San Francisco;CA;Estados Unidos;América do Norte;Julie;Brown
584;10173;11/05/2003;2003;11;Enviado;Médio;4;13;24;3508.8;100;170;S18_1749;Carros Usados;C24100;Rovelli Gifts;F.035-640555;Via Ludovico il Moro 22;;Bergamo;;Itália;Europa, Oriente Médio e África;Giovanni;Rovelli
585;10182;11/12/2003;2003;11;Enviado;Grande;4;10;44;7554.8;100;170;S18_1749;Carros Usados;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
586;10193;11/21/2003;2003;11;Enviado;Médio;4;14;21;3141.6;100;170;S18_1749;Carros Usados;C3150;Australian Collectables, Ltd;F.61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;Austrália;Ásia-Pacífico;Sean;Connery
587;10204;12/02/2003;2003;12;Enviado;Médio;4;4;33;5890.5;100;170;S18_1749;Carros Usados;C10022;Muscle Machine Inc;F.2125557413;4092 Furth Circle;Suite 400;NYC;NY;Estados Unidos;América do Norte;Jeff;Young
588;10214;1/26/2004;2004;1;Enviado;Médio;1;7;30;5967;100;170;S18_1749;Carros Usados;C28023;Corrida Auto Replicas, Ltd;F.(91) 555 22 82;C/ Araquil, 67;;Madrid;;Espanha;Europa, Oriente Médio e África;Mart¡n;Sommer
589;10227;03/02/2004;2004;3;Enviado;Médio;1;10;26;3712.8;100;170;S18_1749;Carros Usados;C69004;Saveley & Henriot, Co.;F.78.32.5555;2, rue du Commerce;;Lyon;;França;Europa, Oriente Médio e África;Mary;Saveley
590;10241;4/13/2004;2004;4;Enviado;Grande;2;2;41;7597.3;100;170;S18_1749;Carros Usados;C67000;Mini Caravy;F.88.60.1555;24, place Kluber;;Strasbourg;;França;Europa, Oriente Médio e África;Frederique;Citeaux
591;10280;8/17/2004;2004;8;Enviado;Médio;3;16;26;3668.6;100;170;S18_1749;Carros Usados;C10100;Amica Models & Co.;F.011-4988555;Via Monte Bianco 34;;Torino;;Itália;Europa, Oriente Médio e África;Paolo;Accorti
592;10288;09/01/2004;2004;9;Enviado;Médio;3;5;32;5875.2;100;170;S18_1749;Carros Usados;C69045;Handji Gifts& Co;F.+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;Singapura;Ásia-Pacífico;Wendy;Victorino
593;10302;10/06/2003;2003;10;Enviado;Grande;4;1;43;7310;100;170;S18_1749;Carros Usados;CWX1 6LT;UK Collectables, Ltd.;F.(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;Reino Unido;Europa, Oriente Médio e África;Elizabeth;Devon
594;10312;10/21/2004;2004;10;Enviado;Grande;4;17;48;8078.4;100;170;S18_1749;Carros Usados;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
595;10331;11/17/2004;2004;11;Enviado;Médio;4;7;44;3257.76;74.04;170;S18_1749;Carros Usados;C71270;Motor Mint Distributors Inc.;F.2155559857;11328 Douglas Av.;;Philadelphia;PA;Estados Unidos;América do Norte;Rosa;Hernandez
596;10344;11/25/2004;2004;11;Enviado;Grande;4;1;45;7650;100;170;S18_1749;Carros Usados;C13008;Marseille Mini Autos;F.91.24.4555;12, rue des Bouchers;;Marseille;;França;Europa, Oriente Médio e África;Laurence;Lebihan
597;10367;01/12/2005;2005;1;Resolvido;Médio;1;3;37;4703.81;100;170;S18_1749;Carros Usados;C90003;Toys4GrownUps.com;F.6265557265;78934 Hillside Dr.;;Pasadena;CA;Estados Unidos;América do Norte;Julie;Young
598;10379;02/10/2005;2005;2;Enviado;Médio;1;2;39;5399.55;100;170;S18_1749;Carros Usados;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
599;10407;4/22/2005;2005;4;Aguardando;Grande;2;2;76;14082.8;100;170;S18_1749;Carros Usados;C94217;The Sharp Gifts Warehouse;F.4085553659;3086 Ingle Ln.;;San Jose;CA;Estados Unidos;América do Norte;Sue;Frick
600;10420;5/29/2005;2005;5;Processando;Médio;2;5;37;5283.6;100;170;S18_1749;Carros Usados;C2067;Souveniers And Things Co.;F.+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;Austrália;Ásia-Pacífico;Adrian;Huxley
601;10108;03/03/2003;2003;3;Enviado;Médio;1;2;38;3130.82;82.39;77;S18_1889;Carros Novos;C1227 MM;Cruz & Sons Co.;F.+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;Filipinas;Japão;Arnold;Cruz
602;10122;05/08/2003;2003;5;Enviado;Médio;2;6;43;3112.34;72.38;77;S18_1889;Carros Novos;C13008;Marseille Mini Autos;F.91.24.4555;12, rue des Bouchers;;Marseille;;França;Europa, Oriente Médio e África;Laurence;Lebihan
603;10135;07/02/2003;2003;7;Enviado;Médio;3;3;48;3806.88;79.31;77;S18_1889;Carros Novos;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
604;10147;09/05/2003;2003;9;Enviado;Pequeno;3;3;26;2142.14;82.39;77;S18_1889;Carros Novos;C58339;Collectables For Less Inc.;F.6175558555;7825 Douglas Av.;;Brickhaven;MA;Estados Unidos;América do Norte;Allen;Nelson
605;10160;10/11/2003;2003;10;Enviado;Médio;4;4;38;3364.9;88.55;77;S18_1889;Carros Novos;;Men 'R' US Retailers, Ltd.;F.2155554369;6047 Douglas Av.;;Los Angeles;CA;Estados Unidos;América do Norte;Michael;Chandler
606;10170;11/04/2003;2003;11;Enviado;Pequeno;4;2;20;1262.8;63.14;77;S18_1889;Carros Novos;C8010;Mini Auto Werke;F.7675-3555;Kirchgasse 6;;Graz;;Áustria;Europa, Oriente Médio e África;Roland;Mendel
607;10181;11/12/2003;2003;11;Enviado;Pequeno;4;10;22;1626.24;73.92;77;S18_1889;Carros Novos;CN 5804;Herkku Gifts;F.+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;Noruega;Europa, Oriente Médio e África;Veysel;Oeztan
608;10192;11/20/2003;2003;11;Enviado;Médio;4;15;45;4088.7;90.86;77;S18_1889;Carros Novos;C62005;Online Diecast Creations Co.;F.6035558647;2304 Long Airport Avenue;;Nashua;NH;Estados Unidos;América do Norte;Valarie;Young
609;10203;12/02/2003;2003;12;Enviado;Médio;4;4;45;3846.15;85.47;77;S18_1889;Carros Novos;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
610;10212;1/16/2004;2004;1;Enviado;Pequeno;1;14;20;1339.8;66.99;77;S18_1889;Carros Novos;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
611;10225;2/22/2004;2004;2;Enviado;Médio;1;5;47;3039.96;64.68;77;S18_1889;Carros Novos;C1203;Vida Sport, Ltd;F.0897-034555;Grenzacherweg 237;;Gensve;;Suíça;Europa, Oriente Médio e África;Michael;Holz
612;10239;04/12/2004;2004;4;Enviado;Médio;2;4;46;3400.32;73.92;77;S18_1889;Carros Novos;C90110;Oulu Toy Supplies, Inc.;F.981-443655;Torikatu 38;;Oulu;;Finlandia;Europa, Oriente Médio e África;Pirkko;Koskitalo
613;10253;06/01/2004;2004;6;Cancelado;Pequeno;2;9;23;1930.39;83.93;77;S18_1889;Carros Novos;CWX1 6LT;UK Collectables, Ltd.;F.(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;Reino Unido;Europa, Oriente Médio e África;Elizabeth;Devon
614;10266;07/06/2004;2004;7;Enviado;Pequeno;3;10;33;2464.77;74.69;77;S18_1889;Carros Novos;C42100;L'ordine Souveniers;F.0522-556555;Strada Provinciale 124;;Reggio Emilia;;Itália;Europa, Oriente Médio e África;Maurizio;Moroni
615;10278;08/06/2004;2004;8;Enviado;Pequeno;3;10;29;2634.94;90.86;77;S18_1889;Carros Novos;C83030;Signal Gift Stores;F.7025551838;8489 Strong St.;;Las Vegas;NV;Estados Unidos;América do Norte;Sue;King
616;10287;8/30/2004;2004;8;Enviado;Médio;3;8;44;3625.16;82.39;77;S18_1889;Carros Novos;C1203;Vida Sport, Ltd;F.0897-034555;Grenzacherweg 237;;Gensve;;Suíça;Europa, Oriente Médio e África;Michael;Holz
617;10300;10/04/2003;2003;10;Enviado;Médio;4;1;41;3788.4;92.4;77;S18_1889;Carros Novos;C60528;Blauer See Auto, Co.;F.+49 69 66 90 2555;Lyonerstr. 34;;Frankfurt;;Alemanha;Europa, Oriente Médio e África;Roland;Keitel
618;10310;10/16/2004;2004;10;Enviado;Pequeno;4;6;20;1832.6;91.63;77;S18_1889;Carros Novos;C50739;Toms Spezialitten, Ltd;F.0221-5554327;Mehrheimerstr. 369;;Koln;;Alemanha;Europa, Oriente Médio e África;Henriette;Pfalzheim
619;10321;11/04/2004;2004;11;Enviado;Pequeno;4;14;37;2905.98;78.54;77;S18_1889;Carros Novos;C50553;FunGiftIdeas.com;F.5085552555;1785 First Street;;New Bedford;MA;Estados Unidos;América do Norte;Violeta;Benitez
620;10329;11/15/2004;2004;11;Enviado;Pequeno;4;9;29;2954.81;100;77;S18_1889;Carros Novos;C10022;Land of Toys Inc.;F.2125557818;897 Long Airport Avenue;;NYC;NY;Estados Unidos;América do Norte;Kwai;Yu
621;10342;11/24/2004;2004;11;Enviado;Médio;4;1;55;3599.75;65.45;77;S18_1889;Carros Novos;C3004;Australian Collectors, Co.;F.03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;Austrália;Ásia-Pacífico;Peter;Ferguson
622;10363;01/06/2005;2005;1;Enviado;Médio;1;7;22;3686.54;100;77;S18_1889;Carros Novos;CFIN-02271;Suominen Souveniers;F.+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;Finlandia;Europa, Oriente Médio e África;Kalle;Suominen
623;10377;02/09/2005;2005;2;Enviado;Pequeno;1;4;31;2100.56;67.76;77;S18_1889;Carros Novos;C21240;Toys of Finland, Co.;F.90-224 8555;Keskuskatu 45;;Helsinki;;Finlandia;Europa, Oriente Médio e África;Matti;Karttunen
624;10389;03/03/2005;2005;3;Enviado;Médio;1;3;49;3881.78;79.22;77;S18_1889;Carros Novos;CS-844 67;Scandinavian Gift Ideas;F.0695-34 6555;?kergatan 24;;Boras;;Suécia;Europa, Oriente Médio e África;Maria;Larsson
625;10405;4/14/2005;2005;4;Enviado;Médio;2;4;61;4509.12;73.92;77;S18_1889;Carros Novos;C67000;Mini Caravy;F.88.60.1555;24, place Kluber;;Strasbourg;;França;Europa, Oriente Médio e África;Frederique;Citeaux
626;10419;5/17/2005;2005;5;Enviado;Médio;2;9;39;3273.27;83.93;77;S18_1889;Carros Novos;C5020;Salzburg Collectables;F.6562-9555;Geislweg 14;;Salzburg;;Áustria;Europa, Oriente Médio e África;Georg;Pipps
627;10109;03/10/2003;2003;3;Enviado;Médio;1;3;38;4432.7;100;142;S18_1984;Carros Novos;C71270;Motor Mint Distributors Inc.;F.2155559857;11328 Douglas Av.;;Philadelphia;PA;Estados Unidos;América do Norte;Rosa;Hernandez
628;10122;05/08/2003;2003;5;Enviado;Médio;2;1;31;4100.99;100;142;S18_1984;Carros Novos;C13008;Marseille Mini Autos;F.91.24.4555;12, rue des Bouchers;;Marseille;;França;Europa, Oriente Médio e África;Laurence;Lebihan
629;10397;3/28/2005;2005;3;Enviado;Pequeno;1;4;22;1463;66.5;72;S700_2610;Embarcações;C31000;Alpha Cognac;F.61.77.6555;1 rue Alsace-Lorraine;;Toulouse;;França;Europa, Oriente Médio e África;Annette;Roulet
630;10148;09/11/2003;2003;9;Enviado;Médio;3;12;25;4232;100;142;S18_1984;Carros Novos;C2060;Anna's Decorations, Ltd;F.02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;Austrália;Ásia-Pacífico;Anna;O'Hara
631;10161;10/17/2003;2003;10;Enviado;Médio;4;11;48;6145.44;100;142;S18_1984;Carros Novos;C8200;Heintze Collectables;F.86 21 3555;Smagsloget 45;;Aaarhus;;Dinamarca;Europa, Oriente Médio e África;Palle;Ibsen
632;10171;11/05/2003;2003;11;Enviado;Médio;4;1;35;4680.2;100;142;S18_1984;Carros Novos;CH1J 1C3;Quebec Home Shopping Network;F.(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;Canadá;América do Norte;Jean;Fresnisre
633;10181;11/12/2003;2003;11;Enviado;Médio;4;5;21;3286.08;100;142;S18_1984;Carros Novos;CN 5804;Herkku Gifts;F.+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;Noruega;Europa, Oriente Médio e África;Veysel;Oeztan
634;10192;11/20/2003;2003;11;Enviado;Grande;4;10;47;7421.3;100;142;S18_1984;Carros Novos;C62005;Online Diecast Creations Co.;F.6035558647;2304 Long Airport Avenue;;Nashua;NH;Estados Unidos;América do Norte;Valarie;Young
635;10204;12/02/2003;2003;12;Enviado;Médio;4;16;38;6432.64;100;142;S18_1984;Carros Novos;C10022;Muscle Machine Inc;F.2125557413;4092 Furth Circle;Suite 400;NYC;NY;Estados Unidos;América do Norte;Jeff;Young
636;10212;1/16/2004;2004;1;Enviado;Médio;1;9;41;4840.87;100;142;S18_1984;Carros Novos;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
637;10226;2/26/2004;2004;2;Enviado;Médio;1;7;24;3892.08;100;142;S18_1984;Carros Novos;C91217;Collectable Mini Designs Co.;F.7605558146;361 Furth Circle;;San Diego;CA;Estados Unidos;América do Norte;Valarie;Thompson
638;10240;4/13/2004;2004;4;Enviado;Médio;2;2;37;5526.32;100;142;S18_1984;Carros Novos;C530-0003;Osaka Souveniers Co.;F.+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;Japão;Japão;Mory;Kentary
639;10253;06/01/2004;2004;6;Cancelado;Médio;2;4;33;4459.62;100;142;S18_1984;Carros Novos;CWX1 6LT;UK Collectables, Ltd.;F.(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;Reino Unido;Europa, Oriente Médio e África;Elizabeth;Devon
640;10266;07/06/2004;2004;7;Enviado;Médio;3;5;49;6203.4;100;142;S18_1984;Carros Novos;C42100;L'ordine Souveniers;F.0522-556555;Strada Provinciale 124;;Reggio Emilia;;Itália;Europa, Oriente Médio e África;Maurizio;Moroni
641;10278;08/06/2004;2004;8;Enviado;Médio;3;5;29;3754.05;100;142;S18_1984;Carros Novos;C83030;Signal Gift Stores;F.7025551838;8489 Strong St.;;Las Vegas;NV;Estados Unidos;América do Norte;Sue;King
642;10287;8/30/2004;2004;8;Enviado;Médio;3;3;24;3516.48;100;142;S18_1984;Carros Novos;C1203;Vida Sport, Ltd;F.0897-034555;Grenzacherweg 237;;Gensve;;Suíça;Europa, Oriente Médio e África;Michael;Holz
643;10301;10/05/2003;2003;10;Enviado;Grande;4;7;47;7488.04;100;142;S18_1984;Carros Novos;CN 0106;Norway Gifts By Mail, Co.;F.+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;Noruega;Europa, Oriente Médio e África;Jan;Klaeboe
644;10310;10/16/2004;2004;10;Enviado;Médio;4;1;24;3448.08;100;142;S18_1984;Carros Novos;C50739;Toms Spezialitten, Ltd;F.0221-5554327;Mehrheimerstr. 369;;Koln;;Alemanha;Europa, Oriente Médio e África;Henriette;Pfalzheim
645;10321;11/04/2004;2004;11;Enviado;Médio;4;9;25;3734;100;142;S18_1984;Carros Novos;C50553;FunGiftIdeas.com;F.5085552555;1785 First Street;;New Bedford;MA;Estados Unidos;América do Norte;Violeta;Benitez
646;10331;11/17/2004;2004;11;Enviado;Pequeno;4;8;30;974.1;32.47;142;S18_1984;Carros Novos;C71270;Motor Mint Distributors Inc.;F.2155559857;11328 Douglas Av.;;Philadelphia;PA;Estados Unidos;América do Norte;Rosa;Hernandez
647;10342;11/24/2004;2004;11;Enviado;Médio;4;3;22;3160.74;100;142;S18_1984;Carros Novos;C3004;Australian Collectors, Co.;F.03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;Austrália;Ásia-Pacífico;Peter;Ferguson
648;10356;12/09/2004;2004;12;Enviado;Pequeno;4;2;27;1746.63;64.69;142;S18_1984;Carros Novos;C75508;Lyon Souveniers;F.+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;França;Europa, Oriente Médio e África;Daniel;Da Cunha
649;10366;01/10/2005;2005;1;Enviado;Médio;1;3;34;4207.84;100;142;S18_1984;Carros Novos;CB-6000;Royale Belge;F.(071) 23 67 2555;Boulevard Tirou, 255;;Charleroi;;Bélgica;Europa, Oriente Médio e África;Pascale;Cartrain
650;10377;02/09/2005;2005;2;Enviado;Médio;1;6;36;4352.76;100;142;S18_1984;Carros Novos;C21240;Toys of Finland, Co.;F.90-224 8555;Keskuskatu 45;;Helsinki;;Finlandia;Europa, Oriente Médio e África;Matti;Karttunen
651;10390;03/04/2005;2005;3;Enviado;Pequeno;1;15;34;1463.7;43.05;142;S18_1984;Carros Novos;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
652;10406;4/15/2005;2005;4;Disputado;Grande;2;2;48;7169.28;100;142;S18_1984;Carros Novos;C1734;Danish Wholesale Imports;F.31 12 3555;Vinb'ltet 34;;Kobenhavn;;Dinamarca;Europa, Oriente Médio e África;Jytte;Petersen
653;10419;5/17/2005;2005;5;Enviado;Médio;2;4;34;4594.76;100;142;S18_1984;Carros Novos;C5020;Salzburg Collectables;F.6562-9555;Geislweg 14;;Salzburg;;Áustria;Europa, Oriente Médio e África;Georg;Pipps
654;10104;1/31/2003;2003;1;Enviado;Médio;1;8;24;3457.92;100;163;S18_2238;Carros Novos;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
655;10115;04/04/2003;2003;4;Enviado;Grande;2;4;46;7381.16;100;163;S18_2238;Carros Novos;C10022;Classic Legends Inc.;F.2125558493;5905 Pompton St.;Suite 750;NYC;NY;Estados Unidos;América do Norte;Maria;Hernandez
656;10127;06/03/2003;2003;6;Enviado;Grande;2;10;45;7146.9;100;163;S18_2238;Carros Novos;C10022;Muscle Machine Inc;F.2125557413;4092 Furth Circle;Suite 400;NYC;NY;Estados Unidos;América do Norte;Jeff;Young
657;10141;08/01/2003;2003;8;Enviado;Médio;3;4;39;5938.53;100;163;S18_2238;Carros Novos;CFIN-02271;Suominen Souveniers;F.+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;Finlandia;Europa, Oriente Médio e África;Kalle;Suominen
658;10151;9/21/2003;2003;9;Enviado;Grande;3;2;43;7110.91;100;163;S18_2238;Carros Novos;C90110;Oulu Toy Supplies, Inc.;F.981-443655;Torikatu 38;;Oulu;;Finlandia;Europa, Oriente Médio e África;Pirkko;Koskitalo
659;10165;10/22/2003;2003;10;Enviado;Médio;4;11;29;5032.95;100;163;S18_2238;Carros Novos;C79903;Dragon Souveniers, Ltd.;F.+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;Singapura;Japão;Eric;Natividad
660;10176;11/06/2003;2003;11;Enviado;Médio;4;10;20;3667.6;100;163;S18_2238;Carros Novos;C42100;L'ordine Souveniers;F.0522-556555;Strada Provinciale 124;;Reggio Emilia;;Itália;Europa, Oriente Médio e África;Maurizio;Moroni
661;10184;11/14/2003;2003;11;Enviado;Grande;4;5;46;7381.16;100;163;S18_2238;Carros Novos;C41101;Iberia Gift Imports, Corp.;F.(95) 555 82 82;C/ Romero, 33;;Sevilla;;Espanha;Europa, Oriente Médio e África;Jose Pedro;Roel
662;10195;11/25/2003;2003;11;Enviado;Médio;4;5;27;5128.11;100;163;S18_2238;Carros Novos;C24067;Mini Classics;F.9145554562;3758 North Pendale Street;;White Plains;NY;Estados Unidos;América do Norte;Steve;Frick
663;10207;12/09/2003;2003;12;Enviado;Grande;4;6;44;7060.24;100;163;S18_2238;Carros Novos;C51003;Diecast Collectables;F.6175552555;6251 Ingle Ln.;;Boston;MA;Estados Unidos;América do Norte;Valarie;Franco
664;10219;02/10/2004;2004;2;Enviado;Grande;1;1;43;8448.64;100;163;S18_2238;Carros Novos;C94217;Signal Collectibles Ltd.;F.4155554312;2793 Furth Circle;;Brisbane;CA;Estados Unidos;América do Norte;Sue;Taylor
665;10230;3/15/2004;2004;3;Enviado;Grande;1;8;49;7300.51;100;163;S18_2238;Carros Novos;C60528;Blauer See Auto, Co.;F.+49 69 66 90 2555;Lyonerstr. 34;;Frankfurt;;Alemanha;Europa, Oriente Médio e África;Roland;Keitel
666;10246;05/05/2004;2004;5;Enviado;Médio;2;4;40;6549.2;100;163;S18_2238;Carros Novos;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
667;10259;6/15/2004;2004;6;Enviado;Médio;2;3;30;5697.9;100;163;S18_2238;Carros Novos;C69045;Handji Gifts& Co;F.+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;Singapura;Ásia-Pacífico;Wendy;Victorino
668;10271;7/20/2004;2004;7;Enviado;Grande;3;4;50;9169;100;163;S18_2238;Carros Novos;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
669;10282;8/20/2004;2004;8;Enviado;Médio;3;13;23;3238.63;100;163;S18_2238;Carros Novos;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
670;10292;09/08/2004;2004;9;Enviado;Médio;3;7;26;4554.94;100;163;S18_2238;Carros Novos;C10022;Land of Toys Inc.;F.2125557818;897 Long Airport Avenue;;NYC;NY;Estados Unidos;América do Norte;Kwai;Yu
671;10305;10/13/2004;2004;10;Enviado;Médio;4;4;27;3934.44;100;163;S18_2238;Carros Novos;C51247;Marta's Replicas Co.;F.6175558555;39323 Spinnaker Dr.;;Cambridge;MA;Estados Unidos;América do Norte;Marta;Hernandez
672;10314;10/22/2004;2004;10;Enviado;Médio;4;13;42;5776.26;100;163;S18_2238;Carros Novos;C8200;Heintze Collectables;F.86 21 3555;Smagsloget 45;;Aaarhus;;Dinamarca;Europa, Oriente Médio e África;Palle;Ibsen
673;10324;11/05/2004;2004;11;Enviado;Grande;4;8;47;7207.45;100;163;S18_2238;Carros Novos;C10022;Vitachrome Inc.;F.2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;Estados Unidos;América do Norte;Michael;Frick
674;10336;11/20/2004;2004;11;Enviado;Grande;4;6;49;7460.74;100;163;S18_2238;Carros Novos;C75012;La Corne D'abondance, Co.;F.(1) 42.34.2555;265, boulevard Charonne;;Paris;;França;Europa, Oriente Médio e África;Marie;Bertrand
675;10349;12/01/2004;2004;12;Enviado;Médio;4;8;38;6719.54;100;163;S18_2238;Carros Novos;C10022;Muscle Machine Inc;F.2125557413;4092 Furth Circle;Suite 400;NYC;NY;Estados Unidos;América do Norte;Jeff;Young
676;10358;12/10/2004;2004;12;Enviado;Pequeno;4;10;20;2428;100;163;S18_2238;Carros Novos;C28034;Euro Shopping Channel;F.(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;Espanha;Europa, Oriente Médio e África;Diego;Freyre
677;10371;1/23/2005;2005;1;Enviado;Pequeno;1;7;25;2602.25;100;163;S18_2238;Carros Novos;C97562;Mini Gifts Distributors Ltd.;F.4155551450;5677 Strong St.;;San Rafael;CA;Estados Unidos;América do Norte;Valarie;Nelson
